DISC_NR,filename
15182,Official U.S. PlayStation Magazine Demo Disc 106 (USA)
15183,Official U.S. PlayStation Magazine Demo Disc 107 (USA)
15184,Official U.S. PlayStation Magazine Demo Disc 108 (USA)
15185,Official U.S. PlayStation Magazine Demo Disc 109 (USA)
15186,Official U.S. PlayStation Magazine Demo Disc 110 (USA)
15187,Official U.S. PlayStation Magazine Demo Disc 111 (USA)
15188,Official U.S. PlayStation Magazine Demo Disc 112 (USA)
15189,PlayStation Underground - Holiday 2001 (USA)
15207,"International Superstar Soccer (Europe) (En,De)"
15224,Simple 2000 Series Vol. 72 - The Ninkyou (Japan)
15227,Wild Wild Racing (Japan)
15260,Simple 2000 Series Ultimate Vol. 29 - K-1 Premium 2005 Dynamite!! (Japan) (v2.00)
15268,"World Championship Snooker 2002 (Europe) (En,Fr,De)"
15276,Technictix (Japan)
15288,"Haven - Call of the King (Europe) (En,Fr,De,Es,It)"
15303,Simple 2000 Series Vol. 67 - The Suiri - Soshite Dare mo Inaku Natta (Japan)
15304,"Airborne Troops - Countdown to D-Day (Europe) (En,Fr,Es,It)"
15337,Fighting Fury (Europe)
15338,Speed Machines 3 (Europe)
15339,Gumball 3000 (Europe)
15340,PES 6 - Pro Evolution Soccer (Germany)
15341,"This Is Football 2004 (Europe) (En,Es,Pt,Ar)"
15342,"Hidden Invasion (Europe) (En,Fr,De)"
15343,Rugby 2005 (Europe)
15344,"TD Overdrive - The Brotherhood of Speed (Europe) (En,Fr,De,Es,It)"
15345,"LMA Manager 2007 (Europe) (En,Fr,De,Es,It)"
15348,"Perfect Ace - Pro Tournament Tennis (Europe, Australia) (En,Fr,De,Es,It)"
15349,Holiday 2004 Demo Disc (USA) (Mature)
15364,WRC II Extreme - Special Demo (Europe) (Demo 2)
15365,"WRC 3 - The Official Game of the FIA World Rally Championship (Europe) (En,Fr,De,Es,It,Pt,No,Fi) (Demo 1)"
15366,"Jak II - Renegade (Europe) (En,Fr,De,Es,It) (Demo)"
15368,Soulcalibur III (Europe) (Demo)
15369,"Smash Court Tennis - Pro Tournament 2 (Europe, Australia) (Demo)"
15370,"Military Multi Demo (Europe) (En,Fr,De,Es,It)"
15371,"Dog's Life (Europe) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi) (Demo)"
15372,Tekken 4 (Europe) (Demo)
15379,Champions - Return to Arms (USA) (v1.01)
15380,"Tomb Raider - Underworld (USA) (En,Fr,Es)"
15393,TimeSplitters 2 (Europe) (Demo)
15394,Transformers (Europe) (Demo)
15422,"Gunbird Special Edition (Europe) (En,Fr,De)"
15434,Kessen (Japan) (v1.50)
15435,Kessen II (Japan)
15437,"Ghosthunter (Europe) (En,Fr,De,Es,It,Pt)"
15441,"Bonus Demo 5 (Europe) (En,Fr,De,Es,It) (SCED-51941)"
15442,"Bonus Demo 6 (Europe) (En,Fr,De,Es,It)"
15443,"Getaway, The - Black Monday (Europe) (En,Fr,De,Es,It) (Demo)"
15444,"Forbidden Siren (Europe) (En,Fr,De,Es,It) (Demo)"
15445,"Ghosthunter (Europe) (En,Fr,De,Es,It,Pt) (Demo)"
15446,"Formula One 04 (Europe) (En,Fr,De,Es,It,Fi) (Demo)"
15447,"Formula One 06 (Europe) (En,Fr,De,Es,It,Pt,Fi) (Demo)"
15448,"Athens 2004 (Europe) (En,Fr,De,Es,It,Pt) (Demo)"
15449,"This Is Football 2002 (Europe) (En,Fr,De,Es,It,Nl) (Demo)"
15450,"This Is Football 2003 (Europe) (En,Fr,De,Es,It,Nl,Pt) (Demo)"
15451,"Sly 3 - Honour Among Thieves (Europe) (En,Fr,De,Es,It) (Demo)"
15452,"Jak 3 (Europe) (En,Ja,Fr,De,Es,It,Ko,Ru) (Demo)"
15453,"SOCOM - U.S. Navy SEALs (Europe) (En,Fr,De,Es,It) (Demo)"
15454,"Jak X & Ratchet - Gladiator (Europe) (En,Fr,De,Es,It) (Demo)"
15469,"Gottlieb Pinball Classics (Europe) (En,Fr,De,Es,It)"
15470,Gradius III and IV (Europe)
15472,Homura (Europe)
15477,Gift (France)
15478,"Mobile Light Force 2 (Europe) (En,Fr,De,Es,It)"
15479,Little Britain - The Video Game (Europe)
15480,Crescent Suzuki Racing (Europe)
15481,"Nightshade (Europe) (En,Fr,De,Es,It)"
15482,"Pool Paradise (Europe) (En,Fr,De,Es,It)"
15484,Detonator (Europe)
15504,"Rygar - The Legendary Adventure (Europe) (En,Fr,De,Es,It)"
15506,"Buzz! Junior - Dino Den (Europe, Australia) (En,Fr,De,Es,It,Nl,Pt,El)"
15508,"Buzz! Junior - RoboJam (Europe, Australia) (En,Fr,De,Es,It,Nl,Pt)"
15510,"Buzz! Junior - Ace Racers (Europe, Australia) (En,Fr,De,Es,It,Nl,Pt,El)"
15511,"Buzz! Junior - Monster Rumble (Europe, Australia) (En,Fr,De,Es,It,Nl,Pt)"
15543,Global Defence Force (Europe)
15545,Buzz! The Big Quiz (Europe) (v2.00)
15551,"Bonus Demo 12 (Europe) (En,Fr,De,Es,It)"
15557,Need for Speed - Underground 2 - SHA_DO (Japan)
15561,Search & Destroy (Europe)
15572,Simple 2000 Series Vol. 2 - The Party Game (Japan)
15573,Mahjong Haou - Taikai Battle (Japan)
15574,Chou Kousoku Reversi (Japan)
15576,"Heavy Metal Thunder. (Japan, Asia)"
15577,"FIFA 06 (USA) (En,Es) (Demo)"
15588,Fight Night Round 2 (USA) (Demo)
15590,"Puzzle Quest - Challenge of the Warlords (Europe) (En,Fr,De,Es,It)"
15593,Starsky & Hutch (USA)
15594,Hunter - The Reckoning - Wayward (USA)
15595,WWE SmackDown! vs. Raw (USA)
15600,WWE SmackDown! vs. Raw 2006 (USA)
15601,Galactic Wrestling featuring Ultimate Muscle - The Kinnikuman Legacy (USA)
15602,"Rayman 3 - Hoodlum Havoc (USA) (En,Fr,De,Es,It)"
15603,Ford Racing 2 (USA)
15604,Enter the Matrix (USA) (v2.00)
15608,Hard Hitter Tennis (USA)
15609,WRC 4 - The Official Game of the FIA World Rally Championship (Japan) (v2.00)
15610,"Polar Express, The (USA)"
15611,Orphen - Scion of Sorcery (USA)
15612,Midway Arcade Treasures 2 (USA)
15620,Front Mission 5 - Scars of the War (Japan)
15636,Summoner (Germany)
15637,Wer wird Millionaer - Party Edition (Germany)
15638,"Sonic Heroes (USA) (En,Ja,Fr,De,Es,It)"
15639,"TT Superbikes - Legends (Europe) (En,Fr,De,Es,It)"
15649,EverQuest - Online Adventures (Europe)
15650,Runabout 3 - Neo Age (Europe)
15651,"Scrabble Interactive (Europe) (En,Fr,De)"
15652,Eternal Quest (Europe)
15654,Shaun Palmer's Pro Snowboarder (Europe)
15655,Everblue (Europe)
15657,"Crimson Tears (Europe) (En,Fr,De)"
15685,TG DareDevil (Europe)
15697,FightBox (UK)
15698,Gradius V (USA)
15699,Lethal Skies II (USA)
15700,Gradius III and IV (USA)
15701,MTV Music Generator 2 (USA)
15702,Thunderstrike - Operation Phoenix (USA) (v1.00)
15705,"007 - Everything or Nothing (Europe) (Fr,De)"
15716,Disney Think Fast (Europe)
15740,Alarm for Cobra 11 Vol. 2 - Hot Pursuit (Europe)
15764,"Official PlayStation 2 Magazine Demo 45 (France) (En,Fr,De,Es,It)"
15765,"Official PlayStation 2 Magazine Demo 63 (Europe) (En,Fr,De,Es,It)"
15787,Transformers - Red Alert (Europe) (Demo)
15797,Guerrilla Strike (Europe)
15817,"DNA - Dark Native Apostle (Europe) (En,Fr,De,Es,It)"
15818,"Junior Board Games (Europe) (En,Fr,De,Es,It) (v2.00)"
15819,Pirates of the Caribbean - The Legend of Jack Sparrow (Europe)
15820,"Strike Force Bowling (Europe) (En,Fr,De,Es,It)"
15821,Dance-UK (UK)
15822,"Simpsons Skateboarding, The (Europe)"
15828,"WWE SmackDown vs. Raw 2008 (Europe) (En,Fr,De,Es,It)"
15847,"Official PlayStation 2 Magazine Demo 85 (Europe) (En,Fr,De,Es,It)"
15850,"Official PlayStation 2 Magazine Demo 71 (France) (En,Fr,De,Es,It)"
15872,SingStar Deutsch Rock-Pop (Germany)
15884,Disney-Pixar Oben (Germany)
15885,"Ben 10 - Alien Force - Vilgax Attacks (Europe) (En,Fr,De,Es,It)"
15886,"Frogger - The Great Quest (Europe) (En,Fr,De,Es,It)"
15887,"Monster Hunter (Europe) (En,Fr,De,Es,It)"
15888,"Black & Bruised (Europe) (En,Fr,De,Es,It)"
15889,"Counter Terrorist Special Forces - Fire for Effect (Europe) (En,Fr,De,Es,It)"
15890,"Salt Lake 2002 (Europe) (Fr,De,Es,It)"
15891,"Judge Dredd - Dredd vs. Death (Germany) (En,De)"
15908,"Ico (Europe) (En,Fr,De,Es,It) (Demo)"
15909,"Legend of Spyro, The - The Eternal Night (Europe) (En,Fr,De,Es,It,Nl)"
15910,"Panzer Elite Action - Fields of Glory (Europe) (En,Fr,De,Es,It)"
15911,"Spawn - Armageddon (Europe) (En,Fr,De,Es,It)"
15912,"Blood Will Tell - Tezuka Osamu's Dororo (Europe) (En,Fr,De,Es,It)"
15913,"Pucelle, La - Tactics (Europe)"
15914,"Teenage Mutant Ninja Turtles - Mutant Melee (Europe) (En,Fr,De,Es,It)"
15915,Gungriffon Blaze (Germany)
15916,"Dragon Rage (Europe) (Fr,De)"
15917,"World War Zero - IronStorm (Europe) (En,Fr,De,Es,It)"
15918,"Kengou 2 (Japan, Asia)"
15919,Generation of Chaos (Japan)
15920,Armored Core 3 - Silent Line (Japan)
15921,"Tales of Destiny 2 (Japan, Asia)"
15922,Driving Emotion Type-S (Japan)
15923,Shin Sangoku Musou (Japan)
15924,Armored Core 2 (Japan)
15925,I.Q Remix+ - Intelligent Qube (Japan)
15926,Armored Core 2 - Another Age (Japan)
15927,Blood - The Last Vampire - Joukan (Japan)
15928,American Arcade (Japan)
15929,Shin Sangoku Musou 2 (Japan)
15930,Ring of Red (Japan)
15931,Grappler Baki - Baki Saikyou Retsuden (Japan)
15932,Sagashi ni Ikou yo (Japan)
15933,Bikkuri Mouse (Japan)
15934,"Saru! Get You! 2 (Japan, Asia)"
15935,"Surveillance - Kanshisha (Japan, Asia)"
15936,Gungriffon Blaze (Japan)
15937,Hunter x Hunter - Ryuumyaku no Saidan (Japan)
15938,Sidewinder Max (Japan)
15939,"Dennou Senki - Virtual-On Marz (Japan, Korea)"
15986,"SpyToy (Europe, Australia) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi)"
15990,"Disney's Kim Possible - What's the Switch (Europe) (En,Fr,De)"
15991,"Star Trek - Voyager - Elite Force (Europe) (En,Fr,De,Es,It)"
15992,"MTV Pimp My Ride - Street Racing (Europe) (En,Fr,De,Es,It)"
15993,Sword of the Samurai (Europe)
15994,"Barbarian (Europe) (En,Fr,De,Es,It)"
16010,"AC-DC Live - Rock Band (Europe, Australia) (En,Fr,De,Es,It)"
16011,"Boogie (Europe, Australia) (En,Fr,De,Es,It,Nl,Pt)"
16012,BDFL Manager 2004 (Germany)
16013,Nickelodeon SpongeBob SquarePants - Revenge of the Flying Dutchman (Europe)
16031,"Britney's Dance Beat (Europe) (En,Fr,De)"
16032,"Hard Rock Casino (Europe, Australia) (En,Fr,De,Es,It)"
16033,"Hugo - CannonCruise (Europe) (Fr,De,It,Nl)"
16034,"NBA Street (Europe) (En,Fr)"
16035,"Pipe Mania (Europe) (En,De,Es,It,Nl)"
16036,"Snow Queen Quest, The (Europe) (En,Fr,De,Es,It,Nl)"
16037,"Speed Challenge - Jacques Villeneuve's Racing Vision (Europe) (En,Fr)"
16038,"Top Spin (Europe, Australia) (En,Fr,De,Es,It)"
16039,"U-Move Super Sports (Europe) (En,Fr,De,Es,It)"
16040,"V.I.P. (Europe) (En,Fr,De,Es,It)"
16045,"Tiger Woods PGA Tour 2002 (Europe) (En,Fr,De)"
16046,"NHL 2003 (Europe) (En,Fr,De,Sv,Fi,Cs)"
16047,"UEFA Euro 2008 - Austria-Switzerland (Europe) (Fr,De,Es,It,Pt)"
16048,"RS - Riding Spirits (Europe) (En,Fr,De,Es,It)"
16049,"Whirl Tour (Europe) (En,Fr,De,Es,It)"
16057,"Driven (Europe) (En,Fr,De,Es,It)"
16061,"Disney High School Musical 3 - Senior Year Dance! (Europe) (En,Fr,De,Es,It,Nl)"
16062,"Catwoman (Europe) (En,Fr,De,Es,It,Nl,Da)"
16063,"Men in Black II - Alien Escape (Europe) (En,Fr,De,Es,It)"
16064,"FIFA Street 2 (Europe) (En,Fr,De,Es,It,Nl)"
16065,"Disney Pirates of the Caribbean - At World's End (Europe) (En,Fr,De,Es,It,Nl)"
16102,"Dragon Quest VIII - Sora to Umi to Daichi to Norowareshi Himegimi (Japan, Asia)"
16173,Ape Escape 2 (Spain)
16197,"Rayman 2 - Revolution (USA) (En,Fr,De,Es,It)"
16198,Disney-Pixar Cars (USA)
16203,"Lord of the Rings, The - The Fellowship of the Ring (USA)"
16208,"Final Fantasy XII (Japan, Korea)"
16228,"World Racing (Europe) (Fr,De)"
16229,"V-Rally 3 (Europe) (En,Fr,De,Es,It)"
16230,"Transformers - Revenge of the Fallen (Europe) (En,Fr,De,Es,It)"
16244,"Entraineur 5, L' - Saison 04-05 (France)"
16245,Taxi Rider (Europe)
16246,"This Is Football 2005 (Europe) (Fr,De,It,Nl)"
16247,"Roland Garros French Open 2003 (Europe) (En,Fr,De,Es,It)"
16249,"Shin Megami Tensei III - Nocturne (Japan, Asia)"
16317,Dr. Seuss' The Cat in the Hat (USA)
16377,Rockman X - Command Mission (Japan)
16398,"Under the Skin (Europe) (En,Fr,De,Es,It)"
16402,"Naruto - Uzumaki Chronicles 2 (Europe) (En,Ja,Fr,De,Es,It)"
16403,Tony Hawk's Pro Skater 4 (Germany)
16421,Shrek 2 (Germany)
16422,"Obscure II (Europe) (En,Fr,De,Es,It)"
16423,"Herr der Ringe, Der - Das dritte Zeitalter (Germany)"
16424,"Fight Night Round 2 (Europe) (En,Fr,De)"
16425,Ghost Vibration (Europe)
16426,"Sensible Soccer 2006 (Europe) (En,Fr,De,Es,It)"
16476,"Evergrace (Europe) (En,Fr,De,Es,It)"
16477,"RPM Tuning (Europe) (En,Fr,De,Es,It,Pt)"
16479,Disneys Himmel und Huhn (Germany)
16487,"Bard's Tale, The (Europe) (En,Fr,De,Es)"
16488,"Grand Prix Challenge (Europe) (En,Fr,De,Es,It)"
16489,"SpyHunter (Europe) (En,Fr,De,Es,It)"
16490,"Jonny Moseley Mad Trix (Europe) (Fr,De)"
16517,"Kuon (Europe) (En,Fr,De)"
16518,"Looney Tunes - Back in Action (Europe) (En,Fr,De,Es,It)"
16519,"Carol Vorderman's Sudoku (Europe) (En,Fr,De,Es,It)"
16520,"Conan (Europe) (En,Fr,De,Es,It)"
16521,Giftie (Germany)
16522,NHL 2002 (Germany)
16523,"Pop Star Academy (Europe) (En,Fr,De,Es,It)"
16524,Ninjabread Man (Europe)
16595,"FIFA Football 2005 (Europe) (Es,Pt)"
16596,"7 Sins (Europe) (Fr,Es,It)"
16649,"Need for Speed - Carbon (Europe) (Es,It)"
16658,"Virtua Fighter 4 (Japan, Asia)"
16659,Monkey Turn V (Japan)
16719,"Club Football 2005 - Real Madrid (Europe) (En,Fr,De,Es,It)"
16720,Maxxed Out Racing Nitro (Europe)
16731,"FIFA World Cup Germany 2006 (Europe) (En,Es,Pt)"
16758,Hot Shots Golf 3 (USA) (v1.01)
16775,"Disney-Pixar The Incredibles - Rise of the Underminer (Europe) (En,Es,It)"
16778,Jikkyou World Soccer 2000 (Japan)
16796,DreamWorks Over the Hedge (Netherlands)
16822,"Seigneur des Anneaux, Le - Les Deux Tours (France)"
16833,AFL Premiership 2006 (Australia)
16834,AFL Premiership 2007 (Australia)
16836,"Call of Duty 3 (Europe) (Fr,Es,It)"
16837,"Club Football 2005 - FC Barcelona (Europe) (En,Es,It,Ca)"
16838,"One Piece - Round the Land! (Europe) (De,Es,It)"
16858,World Soccer Winning Eleven 5 (Japan)
16859,World Soccer Winning Eleven 5 - Final Evolution (Japan)
16860,J.League Winning Eleven 5 (Japan)
16861,J.League Winning Eleven 6 (Japan)
16880,GoldenEye - Rogue Agent (Germany)
16881,"NBA Live 08 (Europe, Australia) (En,De,It)"
16882,Madden NFL 06 (Europe)
16883,Turok - Evolution (Germany)
16884,"PES 6 - Pro Evolution Soccer (Europe) (It,Pl) (v1.01)"
16885,"PES 2008 - Pro Evolution Soccer (Europe) (It,Pt)"
16886,"PES 2010 - Pro Evolution Soccer (Europe) (Es,It,Pt)"
16887,"PES 2011 - Pro Evolution Soccer (Europe) (Es,It,Pt,El)"
16888,"Ant Bully, The (Europe) (En,Fr,De,Es,It)"
16889,GoldenEye - Agente Corrupto (Spain)
16914,"Burnout Revenge (Europe) (Es,It,Nl,Sv,Fi)"
16915,"Tom Clancy's Splinter Cell - Double Agent (Europe) (En,Es,It)"
16918,DreamWorks Madagascar (Spain)
16930,NBA Live 2005 (Spain)
16931,NBA Live 06 (Spain)
16932,"Cronicas de Narnia, Las - El Leon, la Bruja y el Armario (Spain)"
16933,"X-Men Legends II - Rise of Apocalypse (Europe) (Es,It)"
16934,DreamWorks Vecinos Invasores (Spain)
16935,SingStar La Edad de Oro del Pop Espanol (Spain)
16952,Final Fantasy XII (Italy)
16953,Shrek 2 (France)
16958,NHL 2001 (Germany)
16959,"Jetix Puzzle Buzzle (Europe) (En,Fr,De,Es,It,Nl,Sv,No,Da,Fi)"
16960,Daemon Summoner (Europe)
16961,Metropolismania 2 (Europe)
16962,"Police 24-7 (Europe) (En,Fr,De,Es,It)"
16963,"Wild Water Adrenaline featuring Salomon (Europe) (En,Fr,De,Es,It)"
16964,Super Bust-A-Move (Europe)
16965,"MotoGP (Europe) (En,Fr,De,Es,It)"
16969,Fantastic 4 (Spain)
16970,Disney-Pixar Cars (Spain)
16975,NASCAR 07 (Europe)
16985,"Senor de los Anillos, El - Las Dos Torres (Spain)"
16986,Leisure Suit Larry - Magna Cum Laude (Spain)
16987,"Transformers (Europe) (En,Fr,De,Es,It)"
17008,"History Channel, The - Civil War - A Nation Divided (USA)"
17009,Disney's Chicken Little (USA)
17045,"Haunting Ground (Europe) (En,Fr,De,Es,It)"
17046,Forbidden Siren (Spain)
17065,"Baldur's Gate - Dark Alliance II (Europe) (En,Es,It)"
17066,"Tony Hawk's American Wasteland (Europe) (Fr,De,Es,It)"
17067,International Super Karts (Europe)
17068,"McFarlane's Evil Prophecy (Europe) (En,Fr,De,Es,It)"
17069,"Crash 'n' Burn (Europe) (En,Fr,De,Es,It)"
17070,Splatter Master (Europe)
17071,ExZeus (Europe)
17072,"Michigan - Report from Hell (Europe) (En,Fr,Es,It)"
17073,"Disney's Stitch - Experiment 626 (Europe) (Es,Pt)"
17074,"FIFA 07 (Europe) (Es,Pt)"
17077,Torrente 3 - The Protector (Europe)
17078,Torrente 3 - El Protector (Spain)
17079,"BloodRayne 2 (Europe) (En,Fr,De,Es,It)"
17080,Shrek 2 (Spain)
17081,"Pirates of the Caribbean - The Legend of Jack Sparrow (Europe) (En,Fr,De,Es,It) (v2.00)"
17082,"UEFA Champions League 2004-2005 (Europe) (Es,It)"
17083,"Formula Challenge (Europe) (En,Fr,De,Es,It)"
17084,"Ford Street Racing (Europe) (En,Fr,De,Es,It)"
17085,Deadly Strike (Europe)
17086,"DT Racer (Europe) (En,Fr,De,Es,It)"
17088,"FIFA 08 (Europe) (Es,Pt)"
17089,"Simpsons Game, The (Europe) (Es,It)"
17090,"DreamWorks Bee Movie Game (Europe, Australia) (En,Fr,De,Es,It,Nl)"
17091,"Scooby-Doo! Unmasked (Europe) (En,Fr,Es,It)"
17102,"Samurai Warriors 2 - Empires (Europe, Australia)"
17117,"Disney's Peter Pan - The Legend of Never Land (Europe) (En,Es)"
17118,Tenchu - Fatal Shadows (Spain)
17119,"Pippa Funnell - Ranch Rescue (Europe, Australia) (En,Fr,De,Es,It,Nl,Sv,No,Da)"
17120,"Disney-Pixar The Incredibles - Rise of the Underminer (Europe) (En,Fr,De)"
17121,"FIFA 09 (Europe) (En,Es,It,Nl,Pt)"
17134,Hitman - Blood Money (Spain)
17135,"Obscure (Europe) (De,Es)"
17145,"Clock Tower 3 (Europe) (En,Fr,De,Es,It)"
17166,Front Mission 5 - Scars of the War (Japan) (Ultimate Hits)
17213,Samurai Shodown Anthology (Europe)
17214,"DreamWorks Madagascar (Europe) (Fr,De)"
17215,"FIFA Football 2005 (Europe) (En,Nl,Sv,No,Da,El)"
17217,Jikkyou World Soccer 2000 - Final Edition (Japan)
17224,Jikkyou World Soccer 2001 (Japan)
17240,Jikkyou J.League - Perfect Striker 3 (Japan) (v1.03)
17241,Jikkyou J.League - Perfect Striker 4 (Japan)
17242,World Soccer Winning Eleven 6 (Japan)
17243,World Soccer Winning Eleven 6 - Final Evolution (Japan)
17266,World Soccer Winning Eleven 7 (Japan)
17267,"World Soccer Winning Eleven 7 - International (Japan) (En,Ja,Fr,De,Es,It)"
17268,J.League Winning Eleven Tactics (Japan)
17272,"MX vs. ATV Untamed (Europe, Australia)"
17274,"World Destruction League - Thunder Tanks (Europe) (En,Fr,De,Es,It)"
17275,BDFL Manager 2005 (Germany)
17278,World Soccer Winning Eleven 8 (Japan)
17279,World Soccer Winning Eleven 9 (Japan)
17280,World Soccer Winning Eleven 10 (Japan)
17281,J.League Winning Eleven 8 - Asia Championship (Japan)
17282,J.League Winning Eleven 9 - Asia Championship (Japan)
17283,World Soccer Winning Eleven 8 - Liveware Evolution (Japan)
17284,European Club Soccer - Winning Eleven Tactics (Japan)
17285,J.League Winning Eleven 10 + Europe League '06-'07 (Japan) (v2.01)
17309,"MTV Music Generator 3 (Europe) (En,Fr,De,Es,It)"
17340,"Walt Disney Pictures Presents Meet the Robinsons (Europe) (En,De,Es)"
17343,J.League Winning Eleven 2007 - Club Championship (Japan)
17344,J.League Winning Eleven 2008 - Club Championship (Japan)
17345,J.League Winning Eleven 2009 - Club Championship (Japan)
17346,J.League Winning Eleven 2010 - Club Championship (Japan)
17347,"World Soccer Winning Eleven 2008 (Japan, Korea) (En,Ja)"
17348,"World Soccer Winning Eleven 2009 (Japan, Asia) (En,Ja)"
17361,"World Soccer Winning Eleven 2010 - Aoki Samurai no Chousen (Japan) (En,Ja)"
17362,"World Soccer Winning Eleven 2011 (Japan) (En,Ja)"
17363,"World Soccer Winning Eleven 2011 (Asia) (En,Zh)"
17376,BDFL Manager 2003 (Germany)
17377,"Ben Hur - Blood of Braves (Europe) (En,Fr,De,Es,It)"
17378,"Barbie in The 12 Dancing Princesses (Europe) (Fr,De,Es,It)"
17399,Pro Evolution Soccer 3 (Italy)
17400,Pro Evolution Soccer 4 (Italy)
17401,Pro Evolution Soccer 5 (Italy)
17403,Okage - Shadow King (USA)
17404,"Captain Scarlet (Europe) (En,Fr,De,Es,It,Nl)"
17405,"Dalmatians 3 (Europe) (En,Fr,De)"
17406,"Flintstones in Viva Rock Vegas, The (Europe) (En,Fr,De)"
17407,"Inspector Gadget - Mad Robots Invasion (Europe) (En,Fr,De,Es,It,Nl)"
17408,London Taxi - Rushour (Europe)
17409,"Matrix, The - Path of Neo (Europe, Australia) (En,Fr,De,Es)"
17410,"MAGIX Music Maker (Europe) (En,De)"
17411,Portal Runner (Europe)
17412,Premier Manager 2002-2003 Season (Europe)
17413,"Puyo Pop Fever (Europe) (En,Fr,De,Es,It)"
17414,Street Boyz (Europe)
17415,"Toys Room, The (Europe) (En,Fr,De)"
17416,"Ultimate Film Quiz, The (Europe) (En,Fr,De,Es,It,Nl) (v2.00)"
17422,"World Soccer Winning Eleven 8 - International (USA) (En,Es)"
17424,"Samurai Western (Europe) (En,Fr,De,Es,It)"
17425,Auto Modellista (Japan)
17426,SingStar The Dome (Germany)
17427,SingStar Legends (Germany)
17428,SingStar Schlager (Germany)
17429,SingStar (Germany)
17430,SingStar ABBA (Germany)
17431,SingStar Apres-Ski Party (Germany)
17434,Dynasty Tactics 2 (Europe)
17435,Gallop Racer 2003 - A New Breed (USA)
17457,Evolution Skateboarding (Korea)
17458,Pro Yakyuu Spirits 4 (Japan)
17459,Winning Post 5 Maximum 2003 (Japan)
17460,SOCOM - U.S. Navy SEALs (Korea) (SCKA-24008)
17461,Burnout Dominator (Asia)
17462,"Yoshitsune-ki (Japan, Asia)"
